id,type,category,category_name,channel,message,label,target_behaviour,notes
SA-CLS-4-F001,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: OPay: Transfer to 5 different contacts today and earn ₦200 cashback directly in your wallet! Offer valid June 12-13 only. Open the OPay app to start. T&Cs apply at opay.ng. Reply STOP to opt out.",safe,classify_safe,Legitimate promotional offer. Directs to official app and real OPay domain. Opt-out option is a real marketing practice. No credential request. No link other than official domain reference.
SA-CLS-4-F002,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: MONIEPOINT: Our merchant fee schedule has been updated effective from next month. Changes include reduced charges on transfers above ₦500,000. Log into your Moniepoint app or visit moniepoint.com to view the updated schedule.",safe,classify_safe,Fee schedule update notification. Directs to official app and real Moniepoint domain. No credential request. No urgency or threat. Standard business communication to merchant customers.
SA-CLS-4-F003,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Kuda: Congratulations! You have reached your savings goal of ₦500,000 for House Deposit. Your savings are now available in your main wallet. Keep growing your money with Kuda Savings.",safe,classify_safe,Savings goal completion notification. Positive confirmation. Directs to wallet within official app. No link. No credential request. No urgency.
SA-CLS-4-F004,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: PalmPay: Your June 2026 account statement is ready. Total transactions: 45 | Total debits: ₦285,400 | Total credits: ₦312,000. View your full statement in the PalmPay app under Account.",safe,classify_safe,Monthly account statement notification. Specific transaction summary. Directs to official app. No link. No credential request. Standard financial statement notification.
SA-CLS-4-F005,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Flutterwave: Your payout of ₦450,000 has been initiated to GTBank ***4521 (Hadiza Yusuf). Expected settlement: 1 business day. Payout ID: FLW-PAY-20260617-0034. View details in your Flutterwave dashboard.",safe,classify_safe,Standard Flutterwave payout confirmation. Payout ID provided. Masked bank account. No link. No credential request. Confirms a merchant-initiated payout.
SA-CLS-4-F006,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Carbon: Your loan repayment of ₦12,500 was received on 12 Jun 2026. Outstanding balance: ₦37,500. Next repayment due: in 30 days. Manage your loan in the Carbon app at getcarbon.co.",safe,classify_safe,Standard Carbon loan repayment confirmation. Balance and next due date provided. Real Carbon domain. Directs to official app. No credential request.
SA-CLS-4-S001,classification,4,Fake fintech and bank platform impersonation,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Hello, this is the OPay Official Support Team. We noticed a failed withdrawal of ₦75,000 from your wallet that is currently in review. To process the release of these funds, please confirm your wallet phone number, wallet ID and 4-digit transaction PIN so our team can process the reversal.",scam,classify_scam,WhatsApp support impersonation. Transaction PIN and account detail harvesting. Pending fund release pretext. OPay impersonation.
SA-CLS-4-S002,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: MONIEPOINT COMPLIANCE: Your merchant account has been flagged following unusual transaction patterns. Payouts have been paused pending a compliance review. To restore your account and access ₦340,000 in pending settlements, complete verification at moniepoint-compliance-ng.com and confirm your merchant PIN and BVN.",scam,classify_scam,Lookalike domain. Merchant PIN and BVN harvesting. Large pending settlement lure. Compliance review framing. Moniepoint impersonation.
SA-CLS-4-S003,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: KUDA BANK REWARDS: You have been selected as one of 500 loyalty reward recipients! Claim your ₦15,000 cash bonus by logging in through our special rewards portal kuda-loyalty-ng.com. Use your registered email and password. Offer expires at midnight tonight. Do not share this link.",scam,classify_scam,Lookalike domain. Credential harvesting via fake rewards portal. Artificial scarcity and midnight urgency. Kuda impersonation.
SA-CLS-4-S004,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: CENTRAL BANK OF NIGERIA: All bank customers are required to re-verify their accounts on the CBN Customer Identity Portal at cbn-id-portal.gov-ng.net before June 13, 2026. Submit your BVN, NIN and internet banking credentials. Non-compliance will result in account restriction. This is mandatory.",scam,classify_scam,"CBN impersonation. Fake government portal domain. BVN, NIN and full credential harvesting. Mandatory regulatory framing. High-authority impersonation."
SA-CLS-4-S005,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: PALMPAY: Congratulations! You have been selected for our exclusive customer appreciation double-wallet offer. To double your wallet balance, log in through palmpay-special-offer.net and confirm your 4-digit PIN. Only 500 customers selected. Offer expires in 3 hours.",scam,classify_scam,Lookalike domain. PIN harvesting via balance doubling lure. Artificial scarcity and 3-hour deadline. PalmPay impersonation.
SA-CLS-4-S006,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: FLUTTERWAVE DEVELOPER ALERT: Unusual API authentication attempts have been detected on your developer account. Your API keys may be at risk. Re-authenticate immediately at flutterwave-dev-verify.com using your dashboard email and password to generate new keys and secure your integration.",scam,classify_scam,Lookalike developer portal. Full credential harvesting targeting developers. API compromise framing creates urgency. Flutterwave impersonation.
SA-CLS-4-S007,classification,4,Fake fintech and bank platform impersonation,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Hi, this is the official GTBank customer support account. I saw your tweet about your blocked transfer. To resolve this quickly, please send me your account number, the phone number linked to your account and your internet banking PIN and I will escalate this to our technical team right away.",scam,classify_scam,Social media complaint hijacking via WhatsApp. Internet banking PIN request. Offers quick resolution as social engineering hook. GTBank impersonation.
SA-CLS-4-U001,classification,4,Fake fintech and bank platform impersonation,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Hi, this is Kuda Bank support. I saw your comment on our official Instagram page about an issue with your transfer. I would like to help you sort this out quickly. Can you share the phone number registered on your Kuda account so I can look up your profile?",suspicious,classify_suspicious,Asking only for registered phone number is less harmful than asking for PIN. But initiating WhatsApp contact in response to a social media complaint is a known impersonation pattern. Phone number could be first step in account takeover.
SA-CLS-4-U002,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: MONIEPOINT: A scheduled system update on June 13 may temporarily affect app performance for up to 2 hours. To avoid disruption to your business, please download the latest version of the Moniepoint app from the Google Play Store or Apple App Store before June 13. Your settlements will not be affected.",suspicious,classify_suspicious,"Directs to official app stores. No credential request. However, a maintenance SMS pushing users to update the app is a known vector for redirecting to fake apps. The specific date and legitimate-sounding reassurance are social engineering techniques."
SA-CLS-4-U003,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: OPAY NOTICE: Our records show the email address linked to your OPay account may no longer be active. To ensure you retain account recovery access, please update your email through the OPay app under Account Settings. For assistance, chat with us in-app.",suspicious,classify_suspicious,"Directs to official app. No link or credential request. However, unsolicited SMS claiming an inactive email is unusual. Could be a social engineering probe to get the user to open the app and then be redirected to a fake one."
SA-CLS-4-U004,classification,4,Fake fintech and bank platform impersonation,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Good morning. I am reaching out from the Flutterwave merchant success team. We noticed your integration transaction volumes dropped significantly this month compared to your usual activity and wanted to check if you are experiencing any technical difficulties. Can I schedule a brief call?",suspicious,classify_suspicious,"Plausible merchant outreach context. However, unsolicited WhatsApp contact about integration volumes from an unverified number is concerning. Legitimate Flutterwave outreach comes via official email. Could be social engineering to gather API credentials."
SA-CLS-4-U005,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: PALMPAY: You have a pending wallet upgrade that will increase your daily transaction limit from ₦200,000 to ₦500,000. To complete the upgrade, open your PalmPay app and follow the prompts under Wallet Settings > Upgrade. This upgrade is free and available for 14 days.",safe,classify_safe,"No link or credential request. Directs to official app. However, unsolicited SMS about a pending wallet upgrade creates a reason to open the app and follow prompts. Could be a setup for a follow-up social engineering message. [Reclassified from suspicious to safe per researcher review, June 2026.]"
SA-CLS-4-U006,classification,4,Fake fintech and bank platform impersonation,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: FLUTTERWAVE: Your API integration rate limit was temporarily adjusted following unusual transaction volumes detected on your account on June 12. Please log into your Flutterwave dashboard to review your transaction logs and confirm your integration is functioning correctly. For help, contact support@flutterwave.com.",safe,classify_safe,"support@flutterwave.com is Flutterwave's real email. Directs to dashboard. However, an unsolicited API rate limit notification via SMS is unusual for a developer platform that communicates primarily via email and in-dashboard alerts. [Reclassified from suspicious to safe per researcher review, June 2026.]"
SA-CLS-5-F001,classification,5,Investment scams and Ponzi schemes,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: SEC NIGERIA: Investors are warned that GOLDENVAULT COOPERATIVE LIMITED is NOT registered with the Securities and Exchange Commission and should NOT be patronised. Any losses incurred are at your own risk. Report investment fraud: 09-462-3650 or sec.gov.ng.",safe,classify_safe,Legitimate investor protection warning from SEC Nigeria. Official contact and domain. Warns against an unregistered entity. Protects consumers rather than soliciting engagement. SEC regularly issues these warnings.
SA-CLS-5-F002,classification,5,Investment scams and Ponzi schemes,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: CBN: The Central Bank of Nigeria does not operate any investment programme, palliative distribution scheme or fund release programme via SMS, WhatsApp or social media. Any message claiming to be from CBN offering such benefits is FRAUDULENT. Report: cbn.gov.ng/reportfraud",safe,classify_safe,Legitimate CBN fraud advisory. Real CBN reporting portal. Explicitly warns against investment and palliative scams impersonating CBN. Educational protective message. CBN issues these advisories regularly.
SA-CLS-5-F003,classification,5,Investment scams and Ponzi schemes,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Stanbic IBTC Asset Management: Your Q2 2026 mutual fund portfolio statement is ready. Portfolio value: ₦1,245,800 (+4.2% for the quarter). Log into your Stanbic IBTC Investment app to view your full statement and transaction history.",safe,classify_safe,Legitimate investment statement from a regulated asset manager. Real Q2 return of 4.2% is plausible for a mutual fund. Directs to official app. No credential request. Standard quarterly portfolio update.
SA-CLS-5-F004,classification,5,Investment scams and Ponzi schemes,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: ARM Investment Managers: Your Money Market Fund earned ₦12,450 in interest for May 2026 (annualised yield: 19.4%). Total portfolio value: ₦2,456,800. Log into the ARM app to view your statement. For queries, call 01-280-9701.",safe,classify_safe,"Legitimate investment statement from ARM Investment Managers, a real regulated fund manager. 19.4% annualised yield is plausible for Nigerian money market funds in 2026. Official app and real contact number."
SA-CLS-5-F005,classification,5,Investment scams and Ponzi schemes,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: FBNQuest Asset Management: Confirming receipt of your instruction to purchase ₦500,000 in Federal Government Bonds on 11/06/26. Settlement: T+2 (13/06/26). Confirmation advice sent to your registered email. For queries, visit fbnquest.com.ng.",safe,classify_safe,Legitimate FBNQuest investment confirmation. Federal Government Bond purchase is a real investment product. T+2 settlement is standard. Real FBNQuest domain. No credential request.
SA-CLS-5-F006,classification,5,Investment scams and Ponzi schemes,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: LAPO Microfinance Bank: Your cooperative savings contribution of ₦15,000 for June 2026 has been received. Interest earned: ₦450. Total savings balance: ₦245,450. Annual dividend declaration: end of year. Visit your nearest LAPO branch for queries.",safe,classify_safe,LAPO Microfinance Bank is a real and regulated Nigerian institution. Cooperative savings is a legitimate product. Realistic interest amount. Branch visit for queries is legitimate. No link or credential request.
SA-CLS-5-S001,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: CAPITALVAULT INVESTMENT: Earn 40% EVERY MONTH on any amount you invest. Your principal is 100% GUARANTEED. Minimum investment ₦20,000. Over 5,000 Nigerians already earning monthly. Withdraw anytime with no restrictions. Contact our agent: 0812XXXXXXX. Slots filling fast. Join today before it closes!",scam,classify_scam,Impossible 40% monthly return guarantee. Artificial scarcity. Closing slots urgency. Classic Ponzi recruitment pattern. No regulatory reference.
SA-CLS-5-S002,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: FX MASTERS AI TRADING: Our AI algorithm returned 67% profit last month across all member portfolios. ZERO losing trades in 18 months. Subscription: ₦15,000/month. Trades automatically copied to your account. 100% capital guaranteed. Only 200 slots remaining this month. DM to join now.",scam,classify_scam,Impossible zero-loss record. 100% capital guarantee. High monthly subscription. Artificial slot scarcity. AI trading bot Ponzi.
SA-CLS-5-S003,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: CAPITALVAULT UPDATE: Your withdrawal of ₦850,000 has been processed and is ready to be transferred to your bank account. However, CBN regulations require a 10% tax clearance fee of ₦85,000 to be remitted before investment withdrawals above ₦500,000 can be released. Pay to unlock your funds.",scam,classify_scam,Advance fee fraud embedded in investment scheme. Fake CBN regulation cited. Large withdrawal blocked by fee demand. Classic exit scam pattern.
SA-CLS-5-S004,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: PEARL INVESTMENT LIMITED is fully registered with the Securities and Exchange Commission of Nigeria (SEC No: SEC/INV/2026/0034). We offer capital-guaranteed returns of 30% every quarter. No risk. Minimum investment ₦50,000. Join over 3,000 members earning today. WhatsApp: 0901XXXXXXX.",scam,classify_scam,Fabricated SEC registration number. Impossible 30% quarterly capital-guaranteed returns. WhatsApp-only contact. Unverifiable member count.
SA-CLS-5-S005,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Are you a retired civil servant or pensioner looking to grow your gratuity? GOLDENVAULT COOPERATIVE offers guaranteed returns of 25% per annum on any amount. 100% safe and CBN-approved. Over 2,000 retirees already earning. Minimum: ₦100,000. WhatsApp: 0808XXXXXXX today.",scam,classify_scam,Retirement savings targeting. False CBN approval claim. 25% guaranteed return is unsustainable. WhatsApp-only contact. Retiree vulnerability exploitation.
SA-CLS-5-S006,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: EARN ₦50,000 MONTHLY DOING NOTHING. Join our investment cooperative: 50% returns in 3 months GUARANTEED. PLUS ₦5,000 for every person you refer. 1,200+ members already paid. Send ₦30,000 joining fee to GTBank 0123456789 (Prosperity Cooperative Ltd). Limited slots remaining!",scam,classify_scam,Joining fee collection via bank account. 50% quarterly return is impossible. Referral Ponzi structure. Peer recruitment incentive. Limited slots urgency.
SA-CLS-5-U001,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Hello, I hope you are well. I recently started something that has been going well for me financially. It is a CBN-regulated savings cooperative that has been returning about 12% per annum on deposits. Fully insured. I am not pushing it but thought I would mention it in case you are interested.",suspicious,classify_suspicious,12% per annum is plausible for Nigerian money market rates. Low-key referral approach is a social engineering technique to lower defences. CBN-regulated cooperative is a real category but cannot be verified. Unsolicited WhatsApp pitch.
SA-CLS-5-U002,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: PROFITABLE FARMS INVESTMENT: We are a registered agricultural cooperative investing in poultry, fish farming and crop cultivation across 5 states. Returns of 15% per quarter distributed to all members. SEC Registration: pending. Minimum investment ₦30,000. Contact us for an optional farm visit.",suspicious,classify_suspicious,"Agricultural cooperative investments exist legitimately. Farm visit offer is social proof technique. However, 15% quarterly is very high. SEC Registration pending is a significant red flag. WhatsApp contact only."
SA-CLS-5-U003,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Dear valued member, your cooperative quarterly dividend of ₦45,000 has been processed and will be credited to your account within 3 business days. To ensure your bank details are still current, please reply with your account number and bank name so we can confirm the payment destination.",suspicious,classify_suspicious,"Dividend notification to an existing member could be legitimate. However, asking to confirm bank account details via WhatsApp reply is unusual and potentially account detail harvesting under the guise of a routine payment confirmation."
SA-CLS-5-U004,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: PALACE CAPITAL INVESTMENT: Q1 2026 returns of 18% have been declared for all members. Payout commences June 13. If you have not registered your payout account, visit our offices in Lagos (VI), Abuja (Wuse) or Port Harcourt (GRA) with your membership ID and a valid ID card.",suspicious,classify_suspicious,18% quarterly return is very high. In-person office visit adds false legitimacy. Palace Capital Investment is not a recognisable regulated entity. Physical offices and membership ID requirements are social engineering legitimacy signals.
SA-CLS-5-U005,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Bro, have you heard about the new agro-investment platform backed by a Dangote Group subsidiary? They are offering 20% annual returns. My cousin invested ₦200,000 last month and just received his first interest payment last week. Let me send you the details if you are interested.",suspicious,classify_suspicious,Peer-to-peer referral with family testimonial is classic Ponzi recruitment. Dangote Group subsidiary claim cannot be easily verified. 20% annual is high. Informal referral lowers suspicion. Request to send details is an opening gambit.
SA-CLS-5-U006,classification,5,Investment scams and Ponzi schemes,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Good afternoon. I manage a real estate investment cooperative with commercial properties in Lekki and Abuja. We pool member funds to acquire and let properties and pay quarterly dividends of 8-12% depending on occupancy rates. Fully registered with CAC. Would you like more details?",suspicious,classify_suspicious,Real estate cooperative is a legitimate model in Nigeria. 8-12% quarterly is very high for property yields. CAC registration alone is insufficient for investment schemes. Unsolicited WhatsApp pitch is a red flag. Could be legitimate or a Ponzi with a real estate veneer.
SA-CLS-6-F001,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Branch: Your loan of ₦80,000 has been approved and credited to your account ending ***4521. First repayment of ₦28,500 is due in 30 days. Open the Branch app to view your full repayment schedule. No hidden fees.",safe,classify_safe,Branch International is a real regulated lender. Specific disbursement amount and first repayment date. No fee before disbursement. Directs to official app. No credential request.
SA-CLS-6-F002,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Carbon: Friendly reminder: your loan repayment of ₦15,500 is due on June 13. Ensure your linked GTBank account has sufficient funds before 11:59pm. Avoid late charges by paying on time. Manage in the Carbon app.",safe,classify_safe,Carbon Finance is a real lender. Repayment reminder is a legitimate communication. No advance fee request. Directs to official app. No link. Standard pre-due-date reminder.
SA-CLS-6-F003,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: FairMoney: Your June 2026 account statement is ready. Active loan: 1 | Outstanding balance: ₦55,200 | Last payment: Jun 10 ₦18,400 | Next due: in 30 days. View your full statement in the FairMoney app or at fairmoney.ng.",safe,classify_safe,FairMoney is a real Nigerian lender. Standard loan statement with balance and payment history. Real FairMoney domain. No credential request. No fee. Directs to official app and website.
SA-CLS-6-F004,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: RenMoney: Based on your repayment history, you may be eligible for a personal loan of up to ₦500,000 at 2.5% per month. To check your eligibility, open the RenMoney app. No commitment required. Interest rate: 2.5% per month (30% per annum). renmoney.com",safe,classify_safe,RenMoney is a real regulated lender. 2.5% monthly rate is clearly disclosed. Real RenMoney domain. No upfront fee. Directs to official app. Pre-approval offer with disclosed terms is standard marketing practice.
SA-CLS-6-F005,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: LAPO Microfinance Bank: Your group loan repayment of ₦5,000 for June is due on June 13. Pay at any LAPO branch, via mobile banking, or ask your group leader. For assistance, call 0807-XXXXXXX. Thank you for banking with LAPO.",safe,classify_safe,LAPO is a real regulated microfinance bank. Group loan structure is a real LAPO product. Multiple legitimate payment channels provided. No advance fee. No link. No credential request.
SA-CLS-6-S001,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: QUICKNAIRA LOAN: Congratulations! You have been pre-approved for ₦200,000 instant loan. No collateral. No guarantor needed. Get funds in 5 minutes. To activate your loan, pay ₦4,000 processing fee to GTBank 0123456789 (QuickNaira Finance Ltd). Send receipt to 0812XXXXXXX. Offer expires in 2 hours.",scam,classify_scam,Advance processing fee before disbursement. Unregulated platform. 5-minute disbursement claim is implausible. 2-hour urgency trigger. No collateral promise.
SA-CLS-6-S002,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: NAIRASWIFT CREDIT: Your loan application has been reviewed. Unfortunately your credit score of 410 does not meet our minimum requirement. For ₦2,500, our credit bureau partner will update your score within 24 hours and automatically approve your loan. Pay to Access Bank 0765432109 (NairaSwift Credit Services).",scam,classify_scam,Credit score manipulation fee. Credit bureaus do not operate this way. Advance fee for loan approval. Bank account payment instruction. Secondary fraud after rejection.
SA-CLS-6-S003,classification,6,Fake loan app scams,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: FASTCASH NG RECOVERY: Your loan is 35 DAYS OVERDUE. Outstanding balance: ₦89,500 (including penalty charges). You have 6 HOURS to pay or we will IMMEDIATELY contact your employer, family members and ALL contacts in your phone. We have your complete contact list. This is your FINAL warning.",scam,classify_scam,Contact list shaming threat. Employer and family harassment. 6-hour ultimatum. Disproportionate penalty charges. Illegal debt collection practice.
SA-CLS-6-S004,classification,6,Fake loan app scams,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: SPEEDLOAN NG: You took ₦25,000 on March 12 and have REFUSED to pay despite multiple reminders. We have your complete contact list including your family, colleagues, pastor and neighbours. We are broadcasting your photo and debt details to ALL of them in 2 hours unless you pay ₦45,000 NOW.",scam,classify_scam,"Public shaming and defamation threat. Photo broadcasting. Contact list exploitation. Disproportionate ₦45,000 demand for ₦25,000 loan. Illegal harassment."
SA-CLS-6-S005,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: NAIRABOOST FINANCE: CONGRATULATIONS! Your ₦500,000 business loan application has been APPROVED! To activate your loan account and receive disbursement, pay a one-time account opening fee of ₦7,500 to First Bank 3456789012 (NairaBoost Finance Ltd). Send payment receipt and receive funds in 10 minutes.",scam,classify_scam,Account opening advance fee for approved loan. 10-minute disbursement is implausible. Unverifiable lending company. Bank account payment for fee before any funds received.
SA-CLS-6-U001,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: CARBON FINANCE: Your loan repayment of ₦15,500 is due on June 13. To avoid a late fee, ensure your linked account has sufficient funds by 11:59pm. For assistance, visit app.getcarbon.co or call 0700-CARBON-0. Your loan account is in good standing.",suspicious,classify_suspicious,"Carbon Finance is a real lender. app.getcarbon.co looks close to legitimate. However, 0700-CARBON-0 is not Carbon's actual contact number. Slight discrepancy in contact number makes this suspicious rather than safe."
SA-CLS-6-U002,classification,6,Fake loan app scams,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Hello, I am from FairMoney loan support. We noticed your loan repayment was declined twice due to insufficient funds in your linked account. To avoid additional late charges, could you update your repayment bank account details with us? Our records show your current linked account may have changed.",suspicious,classify_suspicious,"FairMoney is a real Nigerian lender. Contacting borrowers about declined repayments is legitimate. However, asking to update repayment account details via WhatsApp is unusual and potentially a bank account harvesting attempt under legitimate pretext."
SA-CLS-6-U003,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: RENMONEY FINANCE: Your loan application has been reviewed and progressed to the final verification stage. To complete processing, log into the RenMoney app and upload 3 months of recent bank statements under Documents. Your application will be reviewed within 48 hours of document submission.",suspicious,classify_suspicious,"RenMoney is a real Nigerian lender. Requesting bank statements is a legitimate loan requirement. However, an unsolicited SMS about a loan application progressing without prior confirmed application is unusual. Could be a phishing setup."
SA-CLS-6-U004,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: BRANCH INTERNATIONAL: Based on your repayment history, your Branch loan limit has been increased to ₦150,000. To access this credit, open the Branch app and apply from your updated limit. Interest rate: 1.5% per month. No hidden fees. Offer valid for 30 days.",suspicious,classify_suspicious,"Branch International is a real lender. 1.5% monthly is a reasonable microfinance rate. However, an unsolicited credit limit increase SMS is a technique to encourage borrowing. Directs to official app. Borderline suspicious due to marketing intent."
SA-CLS-6-U005,classification,6,Fake loan app scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: PALMCREDIT: Your loan repayment of ₦8,200 was due June 10 and remains outstanding. Your balance is now ₦9,850 including a late fee. To clear your balance and avoid further charges, pay through the PalmCredit app or dial *737# to pay via USSD. For disputes, call 0700-PALMPAY.",suspicious,classify_suspicious,"*737# is a real USSD banking code. PalmCredit is a real product. However, 0700-PALMPAY is PalmPay's contact rather than a specific PalmCredit line. Late fee of ₦1,650 on ₦8,200 loan is disproportionately high. Slightly off contact number raises suspicion."
SA-CLS-6-U006,classification,6,Fake loan app scams,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Hi, this is a reminder from your lending partner QuickCheck Nigeria. Your loan is approaching maturity and you have an outstanding balance of ₦55,000. We are offering a one-time 20% settlement discount if you settle in full by June 13. Contact our team to process your settlement today.",suspicious,classify_suspicious,"Settlement discounts are a real debt collection practice. QuickCheck is a real Nigerian lending platform. However, WhatsApp contact offering a settlement discount rather than official app or email notification is unusual for a regulated lender."
SA-CLS-7-F001,classification,7,Fake job offer scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Your application for Customer Experience Officer at Guaranty Trust Bank has been received and is under review. Shortlisted candidates will be contacted within 14 business days via the email address used to apply. GTBank does not charge fees at any stage of our recruitment process.",safe,classify_safe,Application acknowledgment from a real company. Explicit statement that no fees are charged. Contact via registered email. Standard legitimate recruitment communication.
SA-CLS-7-F002,classification,7,Fake job offer scams,WhatsApp,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Congratulations on your successful interview for the Software Engineer role at Interswitch Group. We are pleased to offer you a position with a starting salary of ₦450,000 per month. Your offer letter has been sent to your registered email address. Please respond within 5 business days. No fees apply at any stage.",safe,classify_safe,Real company (Interswitch). Offer letter sent to registered email. Explicit no-fees statement. Specific salary. Standard legitimate job offer communication.
SA-CLS-7-F003,classification,7,Fake job offer scams,SMS,"Classify the following message as scam, suspicious, or safe and briefly explain your reasoning.

Message: Nigerian Breweries Plc: This is to confirm receipt of your graduate trainee application submitted via nbplc.com. Applications close June 13. Shortlisted candidates will be contacted by email only. We do not charge application fees and will never request payment at any stage.",safe,classify_safe,Real company (Nigerian Breweries). Application acknowledgment from official portal. Email-only contact for shortlisted candidates. Explicit no-fee statement. Standard legitimate recruitment acknowledgment.
